x	n	u	Events
12.49	-26.66	2.59	0.0
12.16	-27.43	8.6	0.0
13.16	-27.43	0.25	0.0
11.42	-28.51	5.54	0.0
13.04	-26.47	1.6	0.0
14.01	-26.6	-3.72	0.0
12.38	-26.28	7.88	0.0
13.33	-27.45	6.5	0.0
14.07	-25.92	6.78	0.0
11.52	-25.99	10.26	0.0
11.15	-26.3	2.96	0.0
11.26	-25.91	11.4	0.0
8.22	-27.26	3.92	0.0
8.75	-25.32	8.35	0.0
13.25	-27.52	-2.08	0.0
12.41	-26.46	-4.1	0.0
11.92	-25.91	-0.65	0.0
12.16	-25.76	2.18	0.0
12.13	-25.82	7.69	0.0
11.04	-24.59	7.69	0.0
12.66	-25.09	11.44	0.0
11.05	-26.12	-4.34	0.0
10.94	-25.76	2.54	0.0
10.53	-24.58	1.24	0.0
9.67	-25.35	0.89	0.0
10.45	-24.0	-1.12	0.0
11.26	-22.02	9.44	0.0
9.95	-23.34	3.61	0.0
9.21	-22.54	7.08	0.0
11.55	-22.16	6.53	0.0
9.92	-23.48	-0.83	0.0
9.63	-23.68	2.3	0.0
9.49	-24.33	6.19	0.0
10.19	-24.54	-1.46	0.0
9.12	-24.81	1.98	0.0
9.39	-23.38	0.82	0.0
10.62	-24.64	5.53	0.0
6.49	-20.54	-2.53	0.0
8.95	-23.24	8.33	0.0
10.81	-23.68	9.45	0.0
12.43	-25.4	12.44	0.0
9.64	-21.89	6.36	0.0
9.16	-20.52	9.26	0.0
9.19	-23.19	6.6	0.0
9.82	-22.6	5.29	0.0
8.68	-23.49	3.5	0.0
8.84	-22.94	2.61	0.0
9.27	-22.72	2.04	0.0
8.72	-23.89	1.27	0.0
9.51	-23.84	-4.41	0.0
7.38	-22.81	7.96	0.0
5.46	-22.95	5.23	0.0
8.19	-21.81	2.95	0.0
8.21	-23.33	4.41	0.0
7.13	-23.79	4.91	0.0
10.05	-23.66	13.86	0.0
9.42	-22.72	11.1	0.0
9.15	-22.77	0.6	0.0
8.21	-23.59	4.43	0.0
9.61	-23.71	8.65	0.0
8.13	-25.06	3.96	0.0
10.25	-22.78	-0.21	0.0
10.31	-24.06	-0.66	0.0
8.79	-23.4	0.1	0.0
9.2	-23.73	4.06	0.0
8.95	-23.67	3.18	0.0
10.02	-22.95	1.96	0.0
10.75	-21.17	-3.93	0.0
9.46	-22.74	0.98	0.0
9.61	-21.78	2.69	0.0
9.44	-22.62	2.29	0.0
8.61	-22.12	1.14	0.0
8.49	-22.7	1.54	0.0
8.45	-22.55	2.71	0.0
8.8	-24.06	2.07	0.0
9.28	-22.88	4.69	0.0
9.0	-22.69	11.35	0.0
8.66	-21.9	3.25	0.0
10.61	-25.66	0.64	0.0
9.05	-22.23	0.73	0.0
9.4	-22.54	-6.33	0.0
8.01	-21.77	-6.4	0.0
8.45	-21.51	-0.83	0.0
8.17	-21.73	-0.76	0.0
7.95	-21.1	-0.84	0.0
7.54	-21.27	0.79	0.0
7.44	-21.69	3.47	0.0
7.06	-19.89	2.92	0.0
8.03	-19.6	1.69	0.0
5.5	-21.41	-1.98	0.0
9.39	-20.2	-4.7	0.0
6.88	-21.66	-0.95	0.0
5.28	-21.43	0.42	0.0
8.27	-17.92	3.61	0.0
12.75	-21.68	5.23	0.0
7.77	-20.3	-3.48	0.0
6.33	-20.45	-2.53	0.0
7.65	-19.46	-8.69	0.0
8.73	-21.66	-10.56	0.0
7.45	-19.67	-3.68	0.0
7.27	-20.25	-2.29	0.0
7.3	-20.49	-5.09	0.0
6.91	-20.85	1.4	0.0
6.9	-20.8	-1.04	0.0
7.47	-20.12	-6.44	0.0
6.79	-18.2	-1.43	0.0
9.06	-23.25	6.95	0.0
5.77	-20.86	1.97	0.0
8.54	-20.51	-3.28	0.0
7.89	-20.23	1.73	0.0
7.74	-19.5	-0.08	0.0
7.53	-20.23	-3.36	0.0
7.65	-20.83	-0.85	0.0
8.04	-20.78	-4.94	0.0
5.69	-19.33	-7.02	0.0
7.5	-18.34	-2.72	0.0
5.28	-18.36	1.78	0.0
7.46	-19.62	-3.59	0.0
4.87	-20.16	0.11	0.0
5.89	-18.02	1.42	0.0
6.04	-20.0	3.2	0.0
7.84	-19.45	-3.82	0.0
7.09	-19.71	-2.23	0.0
7.19	-19.8	-5.88	0.0
6.19	-20.07	-3.94	0.0
7.59	-19.42	-4.02	0.0
9.3	-19.75	-4.56	0.0
7.1	-20.03	2.52	0.0
7.05	-19.17	-5.0	0.0
6.52	-20.28	2.93	0.0
6.93	-19.97	1.46	0.0
7.45	-18.89	2.05	0.0
6.33	-19.81	4.45	0.0
9.31	-22.13	0.23	0.0
7.1	-18.43	-0.79	0.0
7.02	-21.0	4.55	0.0
7.76	-19.96	3.13	0.0
7.72	-19.42	2.83	0.0
7.26	-18.08	-2.58	0.0
6.2	-17.76	-7.03	0.0
4.36	-18.45	1.96	0.0
4.11	-18.66	0.41	0.0
3.57	-18.55	3.55	0.0
3.01	-17.72	0.38	0.0
4.03	-16.86	-2.01	0.0
2.87	-17.52	3.9	0.0
3.63	-16.61	-2.16	0.0
2.34	-16.88	1.16	0.0
3.37	-17.04	-2.74	0.0
3.77	-16.91	-0.4	0.0
3.58	-16.9	-7.0	0.0
2.8	-17.7	-5.59	0.0
3.24	-17.77	0.86	0.0
3.33	-16.92	6.82	0.0
5.17	-16.75	4.89	0.0
2.99	-15.11	16.84	0.0
2.44	-16.01	2.55	0.0
3.86	-16.22	-1.33	0.0
2.56	-15.48	-1.6	0.0
4.0	-16.99	-1.73	0.0
2.39	-15.65	3.73	0.0
2.44	-16.37	1.82	0.0
1.77	-14.81	3.46	0.0
0.37	-15.57	1.69	0.0
2.83	-15.94	0.73	0.0
1.48	-15.63	-0.3	0.0
3.08	-15.92	0.5	0.0
1.46	-16.2	0.59	0.0
1.1	-15.77	5.79	0.0
1.76	-15.9	9.42	0.0
1.74	-15.13	5.44	0.0
1.62	-13.52	14.26	0.0
-0.75	-15.18	10.16	0.0
0.14	-15.25	4.13	0.0
0.54	-15.39	6.67	0.0
1.88	-15.64	5.23	0.0
3.07	-15.84	-1.57	0.0
2.39	-15.85	0.76	0.0
2.75	-15.2	-2.04	0.0
2.16	-13.35	6.76	0.0
2.87	-14.72	-0.26	0.0
2.43	-14.19	2.83	0.0
2.4	-15.75	3.77	0.0
2.77	-14.42	7.65	0.0
1.8	-14.27	3.51	0.0
3.14	-15.18	3.29	0.0
1.81	-15.37	5.9	0.0
-0.35	-14.84	0.9	0.0
2.39	-14.55	5.3	0.0
4.2	-13.61	7.56	0.0
2.2	-14.72	7.74	0.0
1.84	-14.0	-1.43	0.0
3.89	-12.67	-1.56	0.0
2.56	-13.2	0.94	0.0
1.18	-12.51	2.91	0.0
1.74	-13.64	2.76	0.0
2.7	-13.96	4.31	0.0
2.35	-12.42	1.6	0.0
4.54	-12.38	-0.76	0.0
4.26	-13.4	-5.69	0.0
0.86	-13.79	1.23	0.0
1.49	-11.88	4.44	0.0
2.55	-12.96	4.01	0.0
1.12	-13.16	8.89	0.0
1.23	-11.51	11.59	0.0
6.5	-14.56	7.37	0.0
5.6	-12.87	1.56	0.0
1.58	-13.39	0.86	0.0
2.43	-12.51	-1.4	0.0
-0.23	-14.3	15.06	0.0
1.8	-10.04	7.25	0.0
5.92	-13.25	-6.1	0.0
3.61	-14.73	1.98	0.0
2.92	-11.44	-8.12	0.0
3.36	-11.45	-3.35	0.0
2.42	-12.47	2.05	0.0
1.95	-12.47	6.26	0.0
2.04	-10.57	9.89	0.0
0.59	-9.61	9.09	0.0
2.42	-12.32	0.11	0.0
2.12	-11.63	1.45	0.0
2.16	-11.91	-2.29	0.0
1.68	-11.25	-1.94	0.0
0.73	-11.92	0.76	0.0
0.72	-10.95	1.53	0.0
1.58	-11.03	2.26	0.0
0.73	-10.98	1.59	0.0
-0.68	-11.06	6.62	0.0
-0.14	-11.44	5.05	0.0
0.68	-11.9	5.8	0.0
5.26	-9.77	2.78	0.0
0.93	-10.46	-0.39	0.0
3.93	-9.14	7.14	0.0
3.12	-12.22	0.67	0.0
1.57	-11.39	3.15	0.0
0.26	-11.39	3.11	0.0
3.09	-10.63	-0.75	0.0
-0.21	-9.86	6.17	0.0
1.23	-9.66	-5.19	0.0
1.1	-10.66	5.89	0.0
-0.51	-6.7	9.29	0.0
1.49	-11.1	1.93	0.0
-1.64	-9.46	2.35	0.0
-0.72	-9.42	4.35	0.0
1.23	-12.15	6.23	0.0
1.99	-10.6	-5.3	0.0
-0.17	-10.92	-2.89	0.0
-1.11	-10.45	-0.14	0.0
-0.56	-9.91	2.17	0.0
-0.3	-10.21	7.52	0.0
1.85	-8.91	0.33	0.0
-0.42	-9.2	-9.43	0.0
-0.59	-9.12	7.14	0.0
2.24	-8.94	-2.09	0.0
-0.82	-10.93	0.08	0.0
0.14	-8.29	-1.27	0.0
-1.26	-9.07	8.39	0.0
-0.33	-8.74	2.18	0.0
-0.77	-9.82	5.17	0.0
-0.15	-11.58	10.14	0.0
-0.53	-9.71	11.53	0.0
-0.73	-10.27	6.44	0.0
-0.86	-8.63	4.76	0.0
-0.18	-9.77	2.73	0.0
-0.34	-8.37	5.02	0.0
-4.1	-6.64	5.34	0.0
-0.03	-7.96	-3.15	0.0
-0.65	-8.53	-0.76	0.0
-0.37	-9.51	-3.22	0.0
-1.19	-8.53	0.54	0.0
-2.01	-9.18	-2.05	0.0
-1.81	-7.41	-2.05	0.0
-2.48	-8.76	3.45	0.0
-2.44	-8.51	5.64	0.0
-0.32	-7.96	1.2	0.0
-2.02	-8.94	-4.19	0.0
-1.47	-6.08	-6.56	0.0
-0.95	-8.01	0.79	0.0
-1.56	-7.36	0.54	0.0
-1.1	-8.76	2.49	0.0
0.71	-6.65	2.77	0.0
-1.62	-6.34	-4.02	0.0
-2.1	-7.75	2.88	0.0
-1.46	-8.01	-1.92	0.0
-3.02	-6.91	4.23	0.0
-3.07	-8.14	2.05	0.0
-0.27	-7.81	7.78	0.0
-1.79	-6.64	0.85	0.0
-3.44	-7.81	3.72	0.0
-1.58	-8.77	-0.19	0.0
-1.75	-8.51	10.35	0.0
-1.95	-5.77	6.25	0.0
1.86	-6.42	-7.15	0.0
-2.05	-5.8	-1.9	0.0
-6.01	-5.39	10.7	0.0
2.11	-10.04	-0.58	0.0
-1.7	-6.25	6.91	0.0
-0.92	-7.23	7.86	0.0
-6.76	-2.78	-2.68	0.0
-2.57	-3.89	0.53	0.0
-0.47	-3.64	-7.57	0.0
-1.44	-4.95	0.76	0.0
-3.02	-4.49	1.5	0.0
-2.28	-4.22	3.46	0.0
-1.63	-4.68	-1.43	0.0
-2.36	-4.73	-0.08	0.0
-2.87	-4.51	-0.79	0.0
-0.41	-4.45	1.75	0.0
-1.03	-4.51	3.34	0.0
-0.69	-4.43	10.71	0.0
-2.91	-4.83	4.69	0.0
-3.47	-3.94	-5.68	0.0
-1.06	-4.68	8.27	0.0
-3.44	-3.68	8.56	0.0
-2.07	-4.41	4.4	0.0
-3.27	-4.13	4.25	0.0
-4.52	-5.15	-2.14	0.0
-5.0	-3.56	5.11	0.0
-2.15	-1.13	4.4	0.0
-2.99	-1.5	8.73	0.0
-3.08	-3.18	1.46	0.0
-1.39	-2.13	7.01	0.0
0.01	-2.44	8.05	0.0
-3.09	-3.67	8.29	0.0
-1.24	-3.61	0.31	0.0
-2.15	-1.81	4.45	0.0
-5.1	-5.92	9.18	0.0
-1.94	-2.4	3.77	0.0
-2.47	-3.68	2.5	0.0
-3.77	-3.39	8.93	0.0
-3.92	-3.41	-4.17	0.0
-1.14	-3.18	12.43	0.0
-2.69	-2.96	6.1	0.0
-2.26	-2.41	6.39	0.0
-2.29	-3.44	8.65	0.0
-1.45	-1.72	18.33	0.0
-3.21	-2.55	3.59	0.0
-1.96	-2.95	11.85	0.0
-1.29	-2.64	9.48	0.0
-6.6	-1.64	1.86	0.0
-6.4	-2.86	10.81	0.0
-0.79	-4.06	-4.73	0.0
-1.93	-1.37	0.03	0.0
-2.63	-2.96	8.32	0.0
-3.59	-3.3	4.7	0.0
-3.95	-2.93	3.22	0.0
-3.69	-2.52	5.95	0.0
-3.56	-3.66	3.65	0.0
-3.76	-3.21	-2.93	0.0
-5.65	-2.28	2.82	0.0
-4.38	-0.97	4.47	0.0
-3.12	-1.94	1.32	0.0
-4.06	-2.89	0.31	0.0
-4.48	-3.03	7.18	0.0
-5.23	-3.35	8.47	0.0
-4.68	-1.87	7.58	0.0
-5.18	-4.47	2.38	0.0
-5.55	-3.17	9.6	0.0
-4.41	-0.05	7.37	0.0
-5.2	-2.73	-3.78	0.0
-3.5	-0.64	4.21	0.0
-3.8	-1.26	0.35	0.0
-5.31	-1.27	1.18	0.0
-5.68	-1.64	4.97	0.0
-5.22	-2.87	3.13	0.0
-6.64	-2.06	5.89	0.0
-6.17	-1.64	7.15	0.0
-6.07	-1.53	1.64	0.0
-6.58	-1.69	1.42	0.0
-5.18	-1.77	3.67	0.0
-6.31	-1.59	1.13	0.0
-5.11	-1.54	1.87	0.0
-5.77	-1.04	-2.61	0.0
-4.29	-1.3	1.7	0.0
-5.29	-1.76	3.51	0.0
-5.96	-2.53	0.83	0.0
-6.54	-1.65	-0.72	0.0
-5.35	-0.34	-1.59	0.0
-6.17	-0.92	7.64	0.0
-4.74	-0.86	1.56	0.0
-5.43	-1.29	0.91	0.0
-4.31	-0.88	2.88	0.0
-4.27	-0.91	7.52	0.0
-5.87	-1.4	4.96	0.0
-5.46	-2.11	3.16	0.0
-5.32	-1.45	5.68	0.0
-4.52	-2.0	3.25	0.0
-4.95	-1.87	-0.31	0.0
-5.42	-1.29	-0.88	0.0
-4.87	-1.61	3.19	0.0
-5.28	-2.75	0.51	0.0
-5.91	-0.25	5.92	0.0
-6.22	-0.99	6.49	0.0
-5.9	-1.33	3.94	0.0
-5.77	-0.03	6.81	0.0
-5.3	-2.15	2.39	0.0
-6.53	-0.73	3.95	0.0
-5.73	-1.76	3.84	0.0
-6.47	-2.74	2.9	0.0
-8.5	-0.83	-4.76	0.0
-10.16	-0.96	3.79	0.0
-6.24	-0.44	14.41	0.0
-6.51	0.79	-2.23	0.0
-7.68	-0.57	-1.46	0.0
-6.69	0.28	-1.44	0.0
-7.5	-0.87	1.46	0.0
-7.99	-1.07	3.69	0.0
-6.11	-1.18	5.48	0.0
-5.91	-1.4	3.74	0.0
-7.56	-1.51	0.66	0.0
-7.94	-1.15	4.44	0.0
-8.84	-0.61	7.51	0.0
-8.25	-1.31	11.63	0.0
-6.91	-1.02	5.48	0.0
-7.53	0.1	10.22	0.0
-6.28	-0.78	4.8	0.0
-7.32	-0.74	4.16	0.0
-7.54	-3.8	3.78	0.0
-8.71	0.59	1.12	0.0
-9.91	-0.64	-1.07	0.0
-5.72	0.51	-7.11	0.0
-7.45	-1.0	-1.9	0.0
-8.56	-0.65	4.2	0.0
-7.41	0.16	0.07	0.0
-7.46	-0.24	-1.19	0.0
-8.89	-0.33	-0.17	0.0
-6.29	0.63	-4.19	0.0
-7.32	-0.43	4.59	0.0
-6.71	-0.38	-1.73	0.0
-8.13	-0.21	7.01	0.0
-8.0	-1.28	-1.48	0.0
-5.59	-0.14	4.61	0.0
-5.26	0.65	-1.69	0.0
-6.44	0.0	0.58	0.0
-7.38	1.4	1.03	0.0
-6.83	0.36	-3.24	0.0
-7.41	1.67	3.74	0.0
-7.38	0.19	-3.3	0.0
-6.39	0.83	10.41	0.0
-7.52	0.0	0.3	0.0
-8.49	1.44	-0.85	0.0
-7.24	1.77	1.56	0.0
-6.66	1.77	2.59	0.0
-6.91	1.05	2.3	0.0
-7.45	2.09	6.96	0.0
-7.06	1.22	2.19	0.0
-5.38	0.91	0.76	0.0
-5.78	0.75	-0.11	0.0
-6.72	0.51	-6.57	0.0
-4.93	1.54	6.41	0.0
-5.22	0.69	-3.79	0.0
-5.44	1.95	-3.48	0.0
-4.93	0.74	1.23	0.0
-6.29	-0.06	-2.8	0.0
-5.06	2.45	-3.06	0.0
-6.44	1.71	-5.24	0.0
-5.81	0.21	3.6	0.0
-5.09	1.06	5.36	0.0
-4.72	1.32	3.99	0.0
-5.64	1.42	2.92	0.0
-6.05	1.65	1.93	0.0
-5.59	-0.83	0.86	0.0
-4.92	-0.03	6.08	0.0
-4.58	-0.32	-0.69	0.0
-5.1	0.05	-4.02	0.0
-6.54	1.25	1.21	0.0
-8.44	1.47	8.3	0.0
-5.18	0.34	-0.96	0.0
-4.45	3.21	-2.37	0.0
-5.54	1.77	-4.82	0.0
-5.57	0.77	-0.72	0.0
-3.81	1.68	2.8	0.0
-4.07	2.52	-9.94	0.0
-6.8	1.12	-3.96	0.0
-7.77	1.34	-1.69	0.0
-5.32	2.89	1.09	0.0
-6.17	2.64	-1.13	0.0
-6.27	2.19	2.45	0.0
-6.6	1.95	2.56	0.0
-6.02	1.56	-5.43	0.0
-6.63	2.09	-9.09	0.0
-7.64	2.0	-4.06	0.0
-7.58	2.43	-6.27	0.0
-5.41	1.84	-0.86	0.0
-7.33	2.12	-3.1	0.0
-7.66	1.81	-0.74	0.0
-6.52	2.66	0.23	0.0
-7.39	4.0	-4.13	0.0
-7.2	2.48	-0.04	0.0
-8.25	2.82	-3.16	0.0
-8.24	2.02	5.49	0.0
-8.24	2.7	5.47	0.0
-7.1	1.97	1.53	0.0
-8.38	2.13	1.38	0.0
-9.38	3.06	5.51	0.0
-8.79	1.83	-4.21	0.0
-8.11	2.43	-11.62	0.0
-9.42	3.58	-2.58	0.0
-10.1	3.69	2.52	0.0
-8.95	4.25	1.79	0.0
-9.5	3.15	1.04	0.0
-9.5	2.84	5.23	0.0
-8.36	3.1	2.04	0.0
-9.55	2.83	-3.8	0.0
-9.84	3.2	1.5	0.0
-9.79	3.86	2.31	0.0
-11.64	2.99	-5.07	0.0
-10.05	4.26	-0.07	0.0
-8.26	3.23	5.35	0.0
-8.78	3.02	-2.17	0.0
-9.62	4.87	3.25	0.0
-10.45	1.58	5.83	0.0
-9.42	1.77	1.9	0.0
-10.33	2.94	-2.55	0.0
-10.47	3.22	1.0	0.0
-11.54	2.68	-1.47	0.0
-9.6	2.71	-0.86	0.0
-9.91	3.29	-2.28	0.0
-7.66	3.97	-5.31	0.0
-7.89	3.8	-3.78	0.0
-7.2	4.57	-10.84	0.0
-8.37	4.41	-2.27	0.0
-9.55	4.0	4.33	0.0
-8.05	3.62	3.33	0.0
-8.57	3.33	1.17	0.0
-10.7	4.33	1.05	0.0
-10.65	3.88	0.55	0.0
-9.77	3.7	0.16	0.0
-7.6	4.23	7.92	0.0
-11.44	2.44	0.05	0.0
-8.08	3.68	-3.4	0.0
-9.14	4.1	2.51	0.0
-9.37	4.68	2.51	0.0
-9.65	4.4	3.97	0.0
-9.8	4.41	2.96	0.0
-10.48	3.68	3.62	0.0
-10.66	4.82	1.78	0.0
-9.33	5.38	3.35	0.0
-10.14	6.5	4.67	0.0
-9.02	6.09	1.63	0.0
-10.86	5.46	-2.34	0.0
-10.0	5.31	-1.59	0.0
-10.05	5.94	0.62	0.0
-9.98	6.32	-7.11	0.0
-10.81	4.92	2.76	0.0
-10.02	5.62	3.22	0.0
-10.22	5.78	-1.74	0.0
-7.47	6.4	-4.59	0.0
-9.53	6.0	-3.19	0.0
-6.52	5.25	-1.19	0.0
-11.48	5.71	-8.86	0.0
-10.02	5.51	3.76	0.0
-10.11	5.91	-6.05	0.0
-9.25	5.32	-2.88	0.0
-11.5	6.92	3.81	0.0
-10.87	6.78	5.01	0.0
-9.89	5.52	-2.71	0.0
-10.1	6.55	-1.17	0.0
-8.39	5.86	-3.42	0.0
-9.18	6.27	-5.37	0.0
-9.44	6.38	1.75	0.0
-9.77	5.67	-3.47	0.0
-7.65	5.97	-1.31	0.0
-10.42	6.27	-7.91	0.0
-10.23	6.18	-2.6	0.0
-8.81	7.51	1.96	0.0
-10.18	7.63	-0.54	0.0
-13.05	7.31	-2.84	0.0
-10.32	8.08	-1.27	0.0
-11.31	7.91	0.72	0.0
-10.77	5.95	2.35	0.0
-10.89	7.39	2.44	0.0
-9.17	7.24	-5.23	0.0
-10.0	7.74	-0.47	0.0
-11.48	7.18	-6.42	0.0
-10.46	8.36	-3.92	0.0
-7.9	7.85	-4.22	1.0
-4.92	6.61	-0.39	1.0
-12.31	9.99	-14.08	1.0
-9.88	8.09	-0.77	1.0
-9.82	9.16	1.3	1.0
-10.94	8.45	-5.38	1.0
-11.57	8.73	-0.81	1.0
-10.35	8.27	2.26	1.0
-11.23	8.44	-3.58	1.0
-10.93	8.74	1.24	1.0
-12.39	9.5	2.4	1.0
-10.73	6.14	3.47	1.0
-10.31	9.58	-8.0	1.0
-11.16	9.07	10.57	1.0
-11.56	9.41	2.34	1.0
-14.18	9.87	-5.05	1.0
-13.26	9.83	0.22	1.0
-12.15	8.15	-6.93	1.0
-10.76	9.62	8.48	1.0
-6.86	8.43	-2.76	1.0
-11.37	11.19	2.52	1.0
-4.03	6.67	1.32	1.0
-0.61	5.7	5.52	1.0
0.75	5.55	5.64	1.0
0.97	4.87	4.97	1.0
3.12	4.18	8.8	1.0
3.48	4.96	6.42	1.0
4.0	3.49	9.56	1.0
2.28	3.37	8.18	1.0
2.32	7.13	3.99	1.0
3.52	3.32	-0.17	1.0
6.12	3.81	5.37	1.0
6.97	5.43	-0.57	1.0
7.44	3.25	3.26	1.0
5.55	0.93	5.77	1.0
10.45	3.61	-1.09	1.0
5.18	3.0	-2.38	1.0
3.18	3.26	-6.27	1.0
3.45	2.65	0.15	1.0
3.08	3.28	1.32	1.0
4.5	4.4	2.62	1.0
3.79	4.31	5.1	1.0
4.67	5.0	2.49	1.0
3.31	4.26	2.68	1.0
4.49	3.4	-1.52	1.0
5.1	3.79	5.0	1.0
6.08	7.83	12.28	0.0
-0.06	5.56	7.14	0.0
5.66	3.55	9.35	0.0
5.1	3.77	0.24	0.0
3.69	3.63	-0.64	0.0
5.74	2.55	1.85	0.0
2.27	2.15	-2.85	0.0
3.53	4.77	0.75	0.0
3.97	4.23	-1.53	0.0
4.37	3.85	0.33	0.0
3.51	4.76	-1.47	0.0
4.14	4.68	-1.26	0.0
3.0	4.2	1.6	0.0
6.18	4.69	2.21	0.0
4.75	4.68	-5.95	0.0
3.86	4.98	-2.54	0.0
3.2	4.8	2.1	0.0
2.78	5.3	-9.16	0.0
3.93	4.81	-0.59	0.0
3.78	4.75	-2.92	0.0
3.68	4.74	1.22	0.0
3.37	5.44	5.54	0.0
5.29	5.65	0.6	0.0
4.76	5.68	3.71	0.0
5.4	5.34	0.82	0.0
3.9	5.89	-4.47	0.0
5.0	7.09	8.06	0.0
4.41	6.86	2.45	0.0
4.91	6.34	1.63	0.0
4.63	6.8	4.52	0.0
6.58	5.08	0.04	0.0
4.68	5.9	-0.19	0.0
3.91	6.6	0.42	0.0
2.34	5.85	-3.2	0.0
3.31	5.72	-6.62	0.0
7.94	6.9	-4.89	0.0
2.34	8.76	-4.43	0.0
3.33	7.22	1.82	0.0
4.41	6.44	2.33	0.0
3.0	6.74	4.67	0.0
3.71	8.04	3.08	0.0
4.83	7.69	9.68	0.0
2.89	8.28	12.18	0.0
1.78	3.95	0.59	0.0
6.22	5.37	9.34	0.0
4.53	7.7	9.92	0.0
3.57	7.56	2.6	0.0
3.16	6.64	4.47	0.0
3.74	7.85	3.67	0.0
4.0	6.88	-2.58	0.0
3.39	4.56	3.84	0.0
3.93	8.23	5.39	0.0
2.58	7.5	3.24	0.0
3.92	9.61	2.13	0.0
1.47	8.44	-3.15	0.0
2.59	7.56	-4.64	0.0
2.76	6.77	4.33	0.0
4.89	7.63	4.05	0.0
2.32	6.99	1.22	0.0
3.32	8.22	8.4	0.0
6.33	7.78	7.47	0.0
2.21	8.55	-1.03	0.0
3.54	5.76	-7.4	0.0
2.17	8.31	7.59	0.0
3.44	5.48	-0.29	0.0
3.5	8.39	-1.19	0.0
2.14	7.79	-2.96	0.0
2.99	7.71	5.68	0.0
5.11	8.47	14.19	0.0
2.68	8.77	3.88	0.0
8.3	3.52	11.84	0.0
6.66	9.35	3.27	0.0
3.43	8.87	3.45	0.0
2.78	7.17	8.16	0.0
4.48	7.67	14.08	0.0
1.87	7.87	-3.45	0.0
3.05	6.97	0.56	0.0
2.97	7.56	7.34	0.0
3.69	8.13	2.16	0.0
-1.82	10.22	8.08	0.0
3.63	7.26	3.18	0.0
3.55	7.41	-0.56	0.0
3.78	9.52	8.6	0.0
4.03	7.26	-2.06	0.0
3.15	9.04	0.3	0.0
2.92	8.08	5.45	0.0
2.91	8.22	10.99	0.0
2.8	9.15	-0.15	0.0
-0.58	10.2	5.04	0.0
1.79	10.59	0.68	0.0
0.59	8.11	13.99	0.0
2.36	9.74	3.1	0.0
2.31	9.3	-0.08	0.0
0.61	9.6	4.98	0.0
4.29	10.64	5.74	0.0
2.83	9.92	0.24	0.0
2.07	8.35	6.61	0.0
1.39	9.71	7.86	0.0
0.64	10.42	2.79	0.0
1.98	9.93	1.38	0.0
0.91	9.96	2.39	0.0
2.0	9.7	9.29	0.0
0.22	10.87	9.33	0.0
0.79	7.55	-1.97	0.0
1.7	9.5	1.12	0.0
-0.11	9.02	-3.89	0.0
0.09	6.15	-11.2	0.0
1.61	10.32	-1.79	0.0
1.3	9.12	3.4	0.0
0.97	9.11	8.72	0.0
-0.11	9.26	6.79	0.0
0.15	8.87	-1.29	0.0
0.57	11.37	2.15	0.0
0.21	10.66	1.21	0.0
-1.77	9.56	2.13	0.0
-1.65	8.52	1.76	0.0
-4.19	7.91	1.2	0.0
-4.58	10.59	2.45	0.0
-0.4	8.59	3.95	0.0
-1.57	11.47	9.07	0.0
-3.8	12.62	9.36	0.0
0.08	10.16	-0.3	0.0
-0.91	10.83	6.42	0.0
1.62	10.69	-4.7	0.0
0.57	11.19	0.51	0.0
-3.44	10.56	5.33	0.0
-3.46	10.83	2.18	0.0
-1.39	10.7	1.97	0.0
-1.37	12.03	3.23	0.0
-0.17	11.21	-0.66	0.0
0.17	10.71	-8.07	0.0
0.31	12.77	-5.87	0.0
-2.45	10.81	-3.65	0.0
-0.43	10.9	1.32	0.0
-0.7	11.73	-0.93	0.0
-1.75	12.07	-8.78	0.0
-1.08	11.89	0.93	0.0
-1.52	11.24	-1.42	0.0
-1.63	11.34	1.32	0.0
-2.64	10.54	2.68	0.0
-3.52	10.4	5.79	0.0
-7.21	10.21	4.25	0.0
-0.35	8.23	14.0	0.0
-2.77	12.65	4.48	0.0
-2.85	11.29	4.03	0.0
-3.54	11.14	-1.2	0.0
-2.12	12.14	-0.5	0.0
-2.89	13.41	-4.29	0.0
-1.88	15.32	-3.52	0.0
-2.75	12.42	-9.77	0.0
-3.25	12.2	-0.06	0.0
-3.44	11.25	-6.17	0.0
-1.51	11.87	-6.31	0.0
-3.11	13.56	-0.24	0.0
-2.47	12.15	-0.9	0.0
-6.15	12.87	-0.55	0.0
-4.42	12.37	0.88	0.0
-4.07	13.94	-0.28	0.0
-3.82	13.61	1.51	0.0
-3.87	13.6	4.61	0.0
-2.69	14.72	-7.39	0.0
-2.56	13.75	-6.57	0.0
-4.03	14.99	-10.14	0.0
-4.65	13.85	-5.35	0.0
-5.68	15.21	-0.73	0.0
-3.7	12.4	1.45	0.0
-3.57	14.91	-2.6	0.0
-4.47	14.22	-1.35	0.0
-6.22	14.59	-3.65	0.0
-3.09	15.92	-7.53	0.0
-4.36	15.78	-4.23	0.0
-5.49	15.7	-8.41	0.0
-7.07	14.24	3.48	0.0
-6.07	15.91	2.93	0.0
-11.92	16.1	-2.18	0.0
-6.26	16.89	-7.06	0.0
-5.13	12.69	-4.99	0.0
-7.33	17.42	-6.44	0.0
-4.93	14.68	-3.25	0.0
-5.48	16.35	-5.54	0.0
-3.72	14.76	-0.73	0.0
